beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,index
4,2.5,2340.0,sqft,9670.0,sqft,98106,870000.0,1190
4,2.0,1850.0,sqft,3570.0,sqft,98105,1200000.0,1195
4,2.0,2260.0,sqft,3750.0,sqft,98107,1330000.0,1197
3,2.5,1846.0,sqft,10454.4,sqft,98199,1060000.0,1199
3,2.0,1700.0,sqft,3220.0,sqft,98118,999999.0,1200
4,2.0,2240.0,sqft,6240.0,sqft,98126,795000.0,1201
4,2.0,1660.0,sqft,2280.0,sqft,98103,1127500.0,1202
4,3.5,2270.0,sqft,2500.0,sqft,98146,710000.0,1204
3,3.5,2024.0,sqft,1694.0,sqft,98107,1200000.0,1206
3,2.5,1660.0,sqft,2700.0,sqft,98122,816750.0,1210
4,3.0,2949.0,sqft,5580.0,sqft,98103,1610000.0,1212
3,2.5,1718.0,sqft,1268.0,sqft,98117,900000.0,1213
4,2.5,1822.0,sqft,1500.0,sqft,98199,1033000.0,1215
3,2.0,2140.0,sqft,9290.0,sqft,98133,925000.0,1221
4,2.0,1700.0,sqft,8001.0,sqft,98125,891000.0,1227
3,3.0,1524.0,sqft,513.0,sqft,98122,875000.0,1228
3,3.0,1410.0,sqft,1316.0,sqft,98103,1200000.0,1229
4,2.0,2352.0,sqft,4000.0,sqft,98107,1295000.0,1233
4,3.5,2304.0,sqft,4503.0,sqft,98103,1550000.0,1236
4,2.0,1830.0,sqft,6000.0,sqft,98136,950000.0,1245
3,2.0,1049.0,sqft,3872.0,sqft,98112,900000.0,1250
4,2.0,1760.0,sqft,4700.0,sqft,98115,999950.0,1253
4,2.5,1560.0,sqft,2400.0,sqft,98144,1110000.0,1255
4,3.0,3110.0,sqft,5715.0,sqft,98119,1500000.0,1256
3,2.0,1440.0,sqft,6120.0,sqft,98115,935000.0,1257
3,2.0,1500.0,sqft,5750.0,sqft,98136,770000.0,1258
3,2.0,1560.0,sqft,1170.0,sqft,98117,920000.0,1262
3,3.0,3400.0,sqft,8000.0,sqft,98136,1150000.0,1263
3,3.5,1450.0,sqft,1467.0,sqft,98126,670000.0,1267
4,3.5,3070.0,sqft,5016.0,sqft,98144,1900000.0,1270
3,2.0,1860.0,sqft,3400.0,sqft,98105,1165000.0,1272
3,2.0,1440.0,sqft,9065.0,sqft,98133,830000.0,1274
3,3.0,1700.0,sqft,6882.0,sqft,98136,1275000.0,1277
4,3.5,2950.0,sqft,5000.0,sqft,98105,1800000.0,1278
4,3.5,3495.0,sqft,4080.0,sqft,98144,2000000.0,1281
3,3.0,2560.0,sqft,2500.0,sqft,98112,1300000.0,1282
3,3.0,2040.0,sqft,4000.0,sqft,98117,1000000.0,1283
4,2.0,2400.0,sqft,8160.0,sqft,98177,900000.0,1287
3,2.5,1270.0,sqft,924.0,sqft,98144,675000.0,1288
4,3.0,1830.0,sqft,4000.0,sqft,98107,1352000.0,1289
3,2.5,2470.0,sqft,4452.0,sqft,98126,800000.0,1290
4,2.5,1600.0,sqft,2336.0,sqft,98105,699000.0,1292
3,2.5,2230.0,sqft,7944.0,sqft,98178,555000.0,1295
3,3.0,1872.0,sqft,2475.0,sqft,98107,1050000.0,1297
4,2.0,1980.0,sqft,2242.0,sqft,98136,785000.0,1299
3,3.0,1180.0,sqft,1003.0,sqft,98116,729000.0,1300
4,2.5,2630.0,sqft,4500.0,sqft,98122,1340000.0,1301
4,2.0,2010.0,sqft,4275.0,sqft,98115,1100000.0,1302
4,3.5,3487.0,sqft,9500.0,sqft,98136,2010000.0,1303
4,2.0,2570.0,sqft,3440.0,sqft,98112,850000.0,1304
3,3.5,2010.0,sqft,2208.0,sqft,98117,1111111.0,1308
4,3.5,3300.0,sqft,6840.0,sqft,98125,1575000.0,1310
4,2.0,3040.0,sqft,5272.0,sqft,98199,1665500.0,1311
4,2.5,2500.0,sqft,8760.0,sqft,98146,577000.0,1312
3,2.0,1411.0,sqft,15245.999999999998,sqft,98104,699000.0,1315
3,2.0,1470.0,sqft,1232.0,sqft,98136,875000.0,1322
3,2.5,1550.0,sqft,1131.0,sqft,98122,1065000.0,1328
4,3.0,2466.0,sqft,6030.0,sqft,98115,1299000.0,1330
4,3.0,1500.0,sqft,3360.0,sqft,98122,1155000.0,1332
4,2.0,2380.0,sqft,4500.0,sqft,98144,525000.0,1333
3,2.5,1370.0,sqft,982.0,sqft,98117,699500.0,1335
3,2.0,1449.0,sqft,939.0,sqft,98107,720000.0,1336
3,2.5,1010.0,sqft,570.0,sqft,98118,615000.0,1338
3,3.5,1450.0,sqft,1081.0,sqft,98118,580000.0,1340
4,2.0,2600.0,sqft,4224.0,sqft,98117,1098500.0,1342
3,2.0,1328.0,sqft,839.0,sqft,98103,929950.0,1343
4,3.0,2481.0,sqft,8297.0,sqft,98115,999000.0,1345
4,3.0,2040.0,sqft,5000.0,sqft,98117,1410000.0,1347
3,3.0,1390.0,sqft,5000.0,sqft,98126,1095000.0,1348
4,3.5,1835.0,sqft,1884.0,sqft,98103,1299950.0,1350
4,2.0,1840.0,sqft,3760.0,sqft,98103,825000.0,1351
3,2.5,3020.0,sqft,7500.0,sqft,98177,1450000.0,1352
3,2.0,2520.0,sqft,4000.0,sqft,98115,1050000.0,1353
3,3.5,1644.0,sqft,3872.0,sqft,98112,820000.0,1355
3,2.5,1880.0,sqft,1282.0,sqft,98106,725000.0,1356
4,2.0,1500.0,sqft,4471.0,sqft,98133,947000.0,1361
3,2.0,2080.0,sqft,6769.0,sqft,98108,800000.0,1362
3,3.0,1425.0,sqft,1199.0,sqft,98177,819950.0,1363
4,3.0,2074.0,sqft,1999.0,sqft,98126,812500.0,1365
4,2.0,1170.0,sqft,9216.0,sqft,98178,390000.0,1369
4,3.0,2240.0,sqft,8691.0,sqft,98118,625000.0,1370
4,2.0,1750.0,sqft,6380.0,sqft,98115,855000.0,1371
4,2.5,1420.0,sqft,1800.0,sqft,98103,760000.0,1374
3,3.0,1740.0,sqft,5000.0,sqft,98136,1010000.0,1378
4,3.5,3018.0,sqft,3600.0,sqft,98103,1795000.0,1381
4,2.5,2213.0,sqft,3367.0,sqft,98107,1075000.0,1389
3,3.0,1280.0,sqft,2600.0,sqft,98103,900000.0,1392
4,3.5,3840.0,sqft,13939.2,sqft,98118,1250000.0,1394
4,2.0,1450.0,sqft,1000.0,sqft,98109,1185000.0,1396
4,2.0,2140.0,sqft,4947.0,sqft,98136,960000.0,1397
4,3.0,2480.0,sqft,4000.0,sqft,98103,1605000.0,1398
3,2.0,1730.0,sqft,8421.0,sqft,98125,910000.0,1402
3,2.0,1940.0,sqft,4850.0,sqft,98107,895000.0,1405
3,2.0,1360.0,sqft,7680.0,sqft,98125,830000.0,1407
3,2.5,2220.0,sqft,3060.0,sqft,98117,1167500.0,1411
3,2.5,2090.0,sqft,5000.0,sqft,98108,820000.0,1413
3,2.5,1820.0,sqft,43560.0,sqft,98118,690000.0,1416
4,2.5,3105.0,sqft,7875.0,sqft,98115,1040000.0,1417
4,2.0,1680.0,sqft,7840.0,sqft,98178,517500.0,1418
3,2.0,2495.0,sqft,4000.0,sqft,98105,1250000.0,1419
4,2.0,2787.0,sqft,6011.0,sqft,98122,1207000.0,1421
3,3.0,1660.0,sqft,7650.0,sqft,98117,1200000.0,1427
3,2.0,1270.0,sqft,11325.6,sqft,98146,590000.0,1430
3,3.5,1840.0,sqft,1312.0,sqft,98117,1025000.0,1433
3,2.0,2260.0,sqft,3880.0,sqft,98107,877000.0,1440
4,2.0,1800.0,sqft,7455.0,sqft,98117,1100000.0,1444
3,2.5,2600.0,sqft,8023.0,sqft,98136,1475000.0,1446
4,2.0,2640.0,sqft,8385.0,sqft,98168,780000.0,1447
3,3.0,2630.0,sqft,3755.0,sqft,98115,1130000.0,1449
4,3.5,2910.0,sqft,4000.0,sqft,98144,1865000.0,1450
3,2.0,1580.0,sqft,5040.0,sqft,98116,1000000.0,1451
3,2.0,2100.0,sqft,5750.0,sqft,98116,1325000.0,1453
4,2.0,2010.0,sqft,9612.0,sqft,98105,1250000.0,1454
4,2.0,1480.0,sqft,6820.0,sqft,98126,830000.0,1455
3,2.0,1560.0,sqft,2400.0,sqft,98117,1180000.0,1456
4,2.0,2080.0,sqft,3850.0,sqft,98105,975000.0,1460
3,2.5,1620.0,sqft,7500.0,sqft,98106,875100.0,1462
3,3.5,1970.0,sqft,1125.0,sqft,98105,868500.0,1463
3,2.0,1720.0,sqft,6720.0,sqft,98116,869000.0,1464
4,2.0,1545.0,sqft,4963.0,sqft,98103,1253000.0,1465
3,2.5,1710.0,sqft,4814.0,sqft,98115,1190000.0,1466
4,2.0,1170.0,sqft,9594.0,sqft,98168,530000.0,1472
3,2.0,1770.0,sqft,5100.0,sqft,98118,660000.0,1473
4,2.5,2980.0,sqft,3618.0,sqft,98125,1445000.0,1475
3,2.0,1300.0,sqft,2250.0,sqft,98103,735000.0,1482
3,2.5,1763.0,sqft,2498.0,sqft,98117,1125000.0,1484
3,2.5,1820.0,sqft,1595.0,sqft,98103,990000.0,1486
3,2.0,1939.0,sqft,13503.6,sqft,98109,1070000.0,1489
4,2.0,1780.0,sqft,5000.0,sqft,98117,1181500.0,1490
3,2.0,2370.0,sqft,4400.0,sqft,98119,1180000.0,1491
4,2.5,2360.0,sqft,5725.0,sqft,98199,1750000.0,1494
3,2.0,2630.0,sqft,9702.0,sqft,98117,1290000.0,1495
4,3.0,2050.0,sqft,4362.0,sqft,98136,920000.0,1503
3,2.5,1060.0,sqft,1124.0,sqft,98117,765000.0,1507
3,2.5,1860.0,sqft,1063.0,sqft,98103,1025000.0,1508
3,2.0,1096.0,sqft,43560.0,sqft,98117,874500.0,1511
3,3.5,1730.0,sqft,3872.0,sqft,98117,975000.0,1514
3,2.0,1890.0,sqft,6808.0,sqft,98106,700000.0,1516
4,2.0,2500.0,sqft,4414.0,sqft,98144,972500.0,1517
4,3.5,2840.0,sqft,4000.0,sqft,98108,925000.0,1518
3,2.0,1608.0,sqft,1568.0,sqft,98103,732000.0,1519
3,2.5,1790.0,sqft,1600.0,sqft,98117,1050000.0,1523
4,2.0,1670.0,sqft,7260.0,sqft,98106,650000.0,1524
3,2.0,1640.0,sqft,5100.0,sqft,98136,900000.0,1525
4,2.0,1720.0,sqft,4242.0,sqft,98118,705000.0,1527
4,2.0,2060.0,sqft,8762.0,sqft,98168,575000.0,1528
3,2.0,1840.0,sqft,3432.0,sqft,98115,865000.0,1529
3,3.0,1760.0,sqft,8160.0,sqft,98125,670000.0,1531
3,2.0,1740.0,sqft,3519.0,sqft,98199,1310000.0,1534
3,2.0,1490.0,sqft,1050.0,sqft,98107,900000.0,1535
3,3.0,2380.0,sqft,6172.0,sqft,98199,1385000.0,1536
4,3.5,2900.0,sqft,7470.0,sqft,98125,1337000.0,1538
4,3.5,2015.0,sqft,1886.0,sqft,98116,1240000.0,1544
4,2.0,2280.0,sqft,10890.0,sqft,98168,625000.0,1546
4,3.0,2570.0,sqft,4480.0,sqft,98105,1555000.0,1547
3,2.5,2860.0,sqft,4500.0,sqft,98126,1630000.0,1550
3,2.5,2120.0,sqft,5120.0,sqft,98122,1365000.0,1558
3,3.5,1580.0,sqft,3872.0,sqft,98144,760000.0,1561
3,2.0,1740.0,sqft,8309.0,sqft,98115,1070000.0,1562
4,3.0,1810.0,sqft,5850.0,sqft,98116,1118000.0,1563
4,2.0,1870.0,sqft,5280.0,sqft,98199,1040000.0,1567
3,2.5,1380.0,sqft,1464.0,sqft,98126,523750.0,1569
3,2.0,1640.0,sqft,5145.0,sqft,98106,700000.0,1571
3,3.5,1360.0,sqft,1248.0,sqft,98103,700000.0,1572
4,3.5,2970.0,sqft,3751.0,sqft,98103,2080000.0,1576
4,2.0,2340.0,sqft,4560.0,sqft,98103,1800000.0,1577
3,3.0,1420.0,sqft,6037.0,sqft,98115,950000.0,1578
3,2.5,1520.0,sqft,2814.0,sqft,98108,818000.0,1579
4,3.0,3410.0,sqft,7389.0,sqft,98144,1850000.0,1581
3,2.0,1170.0,sqft,979.0,sqft,98144,740000.0,1584
3,2.0,1360.0,sqft,8100.0,sqft,98125,850000.0,1585
4,2.0,2680.0,sqft,6035.0,sqft,98177,950000.0,1587
3,3.5,1240.0,sqft,1164.0,sqft,98116,690000.0,1590
4,3.0,2940.0,sqft,4000.0,sqft,98126,1250000.0,1592
4,2.0,1488.0,sqft,3920.0,sqft,98115,750000.0,1594
3,2.5,1681.0,sqft,172933.2,sqft,98126,610000.0,1596
4,3.5,2860.0,sqft,5880.0,sqft,98199,1657500.0,1598
4,3.5,2400.0,sqft,3060.0,sqft,98103,1750000.0,1601
3,2.5,2920.0,sqft,9918.0,sqft,98133,985000.0,1602
3,2.5,1330.0,sqft,936.0,sqft,98107,819999.0,1605
4,3.5,2440.0,sqft,7200.0,sqft,98125,1185000.0,1606
3,3.5,1580.0,sqft,1312.0,sqft,98144,950000.0,1607
3,2.0,2299.0,sqft,6022.0,sqft,98199,1435000.0,1608
4,3.0,1780.0,sqft,5005.0,sqft,98117,1184000.0,1612
3,2.0,2250.0,sqft,8030.0,sqft,98105,2080000.0,1613
3,2.0,1622.0,sqft,1521.0,sqft,98125,692950.0,1621
3,3.0,2080.0,sqft,2486.0,sqft,98108,762000.0,1624
4,2.0,2425.0,sqft,5500.0,sqft,98105,1295000.0,1628
4,2.5,1760.0,sqft,2670.0,sqft,98144,925000.0,1629
3,3.5,1660.0,sqft,1228.0,sqft,98144,765000.0,1632
4,2.0,1730.0,sqft,7723.0,sqft,98126,875000.0,1633
3,2.0,2440.0,sqft,2700.0,sqft,98103,1000000.0,1637
4,2.0,2880.0,sqft,5000.0,sqft,98103,1485000.0,1638
3,2.0,1678.0,sqft,1191.0,sqft,98103,1160000.0,1639
3,2.0,1400.0,sqft,1281.0,sqft,98117,780000.0,1640
4,3.0,2311.0,sqft,6048.0,sqft,98115,1211000.0,1643
4,3.5,1632.0,sqft,13068.0,sqft,98136,825000.0,1649
3,3.5,1846.0,sqft,2250.0,sqft,98107,1170000.0,1651
3,2.0,1240.0,sqft,5400.0,sqft,98117,705000.0,1653
3,2.0,1120.0,sqft,5518.0,sqft,98106,600000.0,1658
3,2.0,2160.0,sqft,4590.0,sqft,98115,825000.0,1660
3,2.0,1960.0,sqft,3300.0,sqft,98103,865000.0,1663
3,3.5,1657.0,sqft,3872.0,sqft,98144,847198.0,1664
3,3.5,1590.0,sqft,1314.0,sqft,98144,899000.0,1668
4,3.0,2440.0,sqft,8556.0,sqft,98199,1850000.0,1671
3,2.0,2040.0,sqft,4000.0,sqft,98144,695000.0,1679
4,2.5,2780.0,sqft,8967.0,sqft,98136,1530000.0,1680
3,2.0,2100.0,sqft,7800.0,sqft,98168,510000.0,1683
4,3.5,1964.0,sqft,3872.0,sqft,98115,1180000.0,1685
3,3.5,1740.0,sqft,5000.0,sqft,98103,1020000.0,1688
3,2.0,1540.0,sqft,993.0,sqft,98122,900000.0,1692
3,3.5,2480.0,sqft,5118.0,sqft,98122,1500000.0,1695
3,2.0,2164.0,sqft,4000.0,sqft,98117,800000.0,1698
3,2.5,2080.0,sqft,5160.0,sqft,98116,1200000.0,1700
3,2.0,2020.0,sqft,5525.0,sqft,98117,1625000.0,1703
3,3.5,1150.0,sqft,1199.0,sqft,98103,625000.0,1704
3,2.0,1220.0,sqft,43560.0,sqft,98107,824900.0,1705
3,3.5,2030.0,sqft,2500.0,sqft,98122,1200000.0,1708
4,2.0,1460.0,sqft,5000.0,sqft,98116,787500.0,1711
3,3.5,1690.0,sqft,1444.0,sqft,98103,965000.0,1714
4,2.0,2370.0,sqft,8775.0,sqft,98125,1125000.0,1716
3,2.0,1711.0,sqft,1171.0,sqft,98125,675500.0,1725
3,2.5,1790.0,sqft,5761.0,sqft,98106,590000.0,1729
3,2.0,2140.0,sqft,7200.0,sqft,98115,918000.0,1730
4,3.0,2040.0,sqft,6348.0,sqft,98103,940000.0,1731
3,2.0,1894.0,sqft,2340.0,sqft,98144,697000.0,1732
4,2.5,2750.0,sqft,5589.0,sqft,98112,1680000.0,1733
4,3.5,2900.0,sqft,5040.0,sqft,98107,1600000.0,1734
4,2.5,2190.0,sqft,4590.0,sqft,98136,1075000.0,1736
3,3.0,1440.0,sqft,5300.0,sqft,98144,1050000.0,1738
3,2.0,2170.0,sqft,7920.0,sqft,98178,560000.0,1739
3,3.5,1450.0,sqft,1020.0,sqft,98115,835000.0,1741
4,3.5,2336.0,sqft,2392.0,sqft,98115,975000.0,1742
4,3.0,2320.0,sqft,4640.0,sqft,98112,1472500.0,1743
3,2.0,1470.0,sqft,2226.0,sqft,98106,600000.0,1744
4,3.0,2110.0,sqft,7680.0,sqft,98115,1180000.0,1747
3,2.0,2060.0,sqft,5280.0,sqft,98126,756110.0,1749
3,2.5,2910.0,sqft,5200.0,sqft,98109,1975000.0,1751
3,2.5,1515.0,sqft,1563.0,sqft,98102,905000.0,1756
3,2.5,2600.0,sqft,9100.0,sqft,98146,875000.0,1757
3,2.0,1000.0,sqft,1916.0,sqft,98122,710000.0,1758
3,2.0,2190.0,sqft,5000.0,sqft,98106,840000.0,1761
4,2.0,2160.0,sqft,4000.0,sqft,98122,1400000.0,1763
3,3.0,1540.0,sqft,1044.0,sqft,98115,800000.0,1766
4,3.0,2700.0,sqft,8360.0,sqft,98199,1100000.0,1772
3,2.0,1590.0,sqft,2500.0,sqft,98117,880000.0,1776
3,2.0,2840.0,sqft,5196.0,sqft,98199,1400000.0,1778
4,3.5,4350.0,sqft,7000.0,sqft,98136,2000000.0,1782
3,2.0,1684.0,sqft,1395.0,sqft,98117,870000.0,1785
3,2.5,2040.0,sqft,3298.0,sqft,98136,1200000.0,1786
3,2.0,2256.0,sqft,3500.0,sqft,98119,1370000.0,1788
4,2.0,1900.0,sqft,5350.0,sqft,98118,670000.0,1789
4,3.0,3020.0,sqft,3254.0,sqft,98106,1499000.0,1792
4,2.0,1530.0,sqft,8782.0,sqft,98118,645000.0,1795
3,2.5,1860.0,sqft,7992.0,sqft,98136,1050000.0,1797
3,2.0,1470.0,sqft,1348.0,sqft,98107,933500.0,1799
4,3.0,2840.0,sqft,4550.0,sqft,98122,1399990.0,1811
3,2.5,1813.0,sqft,3872.0,sqft,98116,1275000.0,1813
3,3.5,2996.0,sqft,5219.0,sqft,98115,2050000.0,1814
3,2.0,1498.0,sqft,1238.0,sqft,98122,935000.0,1816
4,3.0,2740.0,sqft,5616.0,sqft,98115,1220000.0,1818
3,2.0,1328.0,sqft,859.0,sqft,98103,920000.0,1819
3,2.0,2020.0,sqft,6397.0,sqft,98117,840000.0,1821
4,3.0,2970.0,sqft,7350.0,sqft,98118,720000.0,1824
3,3.5,1615.0,sqft,43560.0,sqft,98133,796000.0,1825
3,2.0,1350.0,sqft,1056.0,sqft,98136,722500.0,1827
3,2.5,1220.0,sqft,1095.0,sqft,98109,900000.0,1829
3,2.0,2930.0,sqft,30491.999999999996,sqft,98146,775000.0,1833
3,3.0,2546.0,sqft,3600.0,sqft,98109,1810000.0,1837
3,2.0,1676.0,sqft,4828.0,sqft,98115,840000.0,1840
4,2.0,3220.0,sqft,7800.0,sqft,98177,2000000.0,1844
4,2.5,1620.0,sqft,6120.0,sqft,98126,849950.0,1850
3,2.5,1620.0,sqft,1377.0,sqft,98112,935000.0,1853
3,3.0,1608.0,sqft,2039.0,sqft,98126,625000.0,1854
4,2.0,2270.0,sqft,3600.0,sqft,98119,1335000.0,1856
4,2.0,2220.0,sqft,5775.0,sqft,98144,740000.0,1861
3,2.0,1620.0,sqft,3840.0,sqft,98117,675000.0,1865
4,3.0,1620.0,sqft,3380.0,sqft,98117,950000.0,1866
4,3.5,2600.0,sqft,4101.0,sqft,98108,1060000.0,1869
3,2.0,1960.0,sqft,6138.0,sqft,98115,900000.0,1870
4,2.0,2840.0,sqft,5750.0,sqft,98126,1175000.0,1874
3,2.0,1010.0,sqft,6300.0,sqft,98106,650000.0,1878
3,2.0,1413.0,sqft,43560.0,sqft,98103,1099970.0,1882
3,2.5,1820.0,sqft,3090.0,sqft,98115,1030000.0,1883
3,3.0,2212.0,sqft,3872.0,sqft,98109,1470000.0,1885
3,3.5,3290.0,sqft,7338.0,sqft,98126,1400000.0,1886
3,2.5,1890.0,sqft,1097.0,sqft,98144,699000.0,1890
4,3.0,2230.0,sqft,6700.0,sqft,98115,1150000.0,1891
4,2.0,1820.0,sqft,5600.0,sqft,98117,760000.0,1894
3,2.0,1840.0,sqft,3880.0,sqft,98117,959630.0,1897
4,2.5,3198.0,sqft,5000.0,sqft,98103,1712000.0,1902
4,3.0,1890.0,sqft,1097.0,sqft,98144,699000.0,1908
4,2.0,1830.0,sqft,9920.0,sqft,98146,535000.0,1910
3,3.0,2462.0,sqft,2272.0,sqft,98117,915000.0,1913
3,3.5,1300.0,sqft,1994.0,sqft,98106,583000.0,1914
4,2.0,1550.0,sqft,6000.0,sqft,98103,1325000.0,1915
3,3.5,1679.0,sqft,43560.0,sqft,98126,689000.0,1916
3,2.0,1520.0,sqft,2185.0,sqft,98116,916500.0,1919
3,2.5,1870.0,sqft,837.0,sqft,98117,890000.0,1922
3,3.5,1762.0,sqft,1494.0,sqft,98102,1000000.0,1923
3,2.0,1790.0,sqft,4080.0,sqft,98115,900000.0,1929
4,2.5,2250.0,sqft,7650.0,sqft,98106,924900.0,1932
3,2.0,1799.0,sqft,1471.0,sqft,98103,940000.0,1933
3,2.0,2120.0,sqft,6009.0,sqft,98117,1345000.0,1938
4,2.0,2630.0,sqft,8750.0,sqft,98115,1350000.0,1941
3,2.0,2700.0,sqft,16117.199999999999,sqft,98178,734000.0,1943
3,2.5,1620.0,sqft,1423.0,sqft,98122,770000.0,1945
4,2.0,1770.0,sqft,3920.0,sqft,98115,1425000.0,1949
4,2.5,1812.0,sqft,1632.0,sqft,98136,825000.0,1950
3,2.0,2100.0,sqft,7800.0,sqft,98136,845000.0,1953
3,2.5,2198.0,sqft,2621.0,sqft,98144,1675000.0,1957
3,2.0,2330.0,sqft,5280.0,sqft,98103,1098000.0,1960
3,3.0,1790.0,sqft,7286.0,sqft,98125,755000.0,1962
4,3.5,2960.0,sqft,4500.0,sqft,98103,1700000.0,1963
3,2.0,1160.0,sqft,7500.0,sqft,98178,566000.0,1966
4,2.0,2570.0,sqft,4800.0,sqft,98103,1495000.0,1969
3,2.0,1611.0,sqft,4648.0,sqft,98107,915000.0,1970
4,2.5,2474.0,sqft,2970.0,sqft,98115,1725000.0,1971
3,2.0,1300.0,sqft,2997.0,sqft,98144,778000.0,1972
3,2.5,2730.0,sqft,3000.0,sqft,98122,1199000.0,1975
3,3.0,1650.0,sqft,1622.0,sqft,98103,950000.0,1977
3,3.0,1650.0,sqft,1376.0,sqft,98103,974999.0,1978
3,3.0,1790.0,sqft,7080.0,sqft,98109,1325000.0,1983
4,2.0,1630.0,sqft,4982.0,sqft,98116,942000.0,1986
3,3.5,1460.0,sqft,1200.0,sqft,98117,740000.0,1987
3,2.0,1210.0,sqft,1374.0,sqft,98103,875000.0,1988
4,2.0,2080.0,sqft,5250.0,sqft,98116,1098000.0,1989
4,2.0,3542.0,sqft,5000.0,sqft,98144,1150000.0,1990
4,2.0,1641.0,sqft,6122.0,sqft,98118,538800.0,1996
3,2.0,1749.0,sqft,1149.0,sqft,98125,699950.0,2000
3,2.5,2340.0,sqft,8000.0,sqft,98177,1900000.0,2002
3,2.0,1482.0,sqft,1085.0,sqft,98117,919000.0,2009
3,3.5,1680.0,sqft,1486.0,sqft,98126,675000.0,2010
3,2.0,1370.0,sqft,21780.0,sqft,98112,910000.0,2012
4,2.0,2140.0,sqft,6250.0,sqft,98199,1150000.0,2014
3,2.0,1710.0,sqft,4267.0,sqft,98133,659000.0,2016
